Date,Hour,Station,Boarding_Count,Exit_Count,DateTime,Boarding_Capped,DayOfWeek,DayOfMonth,WeekOfYear,Is_Weekend,Hour_Sin,Hour_Cos,Day_Sin,Day_Cos,Is_Morning_Peak,Is_Evening_Peak,Is_Peak_Hour,Lag_1h,Lag_2h,Lag_24h,Rolling_3h,Rolling_3h_Std,Station_AvgTraffic
2025-09-22,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",409,3701,2025-09-22 10:00:00,409,0,22,39,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,0,1,276.0,314.0,332.0,249.33333333333334,81.34699338842105,479.3854166666667
2025-09-22,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",442,1566,2025-09-22 11:00:00,442,0,22,39,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,0,409.0,276.0,422.0,333.0,68.50547423383296,479.3854166666667
2025-09-22,12,"Dr. B. R. Ambedkar Station, Vidhana Soudha",617,932,2025-09-22 12:00:00,617,0,22,39,0,1.2246467991473532e-16,-1.0,0.0,1.0,0,0,0,442.0,409.0,343.0,375.6666666666667,87.87680771020085,479.3854166666667
2025-09-22,13,"Dr. B. R. Ambedkar Station, Vidhana Soudha",693,711,2025-09-22 13:00:00,693,0,22,39,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,0,0,617.0,442.0,439.0,489.3333333333333,111.78699984047982,479.3854166666667
2025-09-22,14,"Dr. B. R. Ambedkar Station, Vidhana Soudha",787,709,2025-09-22 14:00:00,787,0,22,39,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,0,0,693.0,617.0,408.0,584.0,128.71285872049438,479.3854166666667
2025-09-22,15,"Dr. B. R. Ambedkar Station, Vidhana Soudha",936,515,2025-09-22 15:00:00,936,0,22,39,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,0,0,787.0,693.0,465.0,699.0,85.15867542418532,479.3854166666667
2025-09-22,16,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1163,444,2025-09-22 16:00:00,1163,0,22,39,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0,0,0,936.0,787.0,492.0,805.3333333333334,122.53298875541593,479.3854166666667
2025-09-22,17,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2898,409,2025-09-22 17:00:00,2352,0,22,39,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0,1,1,1163.0,936.0,615.0,962.0,189.3436030078684,479.3854166666667
2025-09-22,18,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2727,267,2025-09-22 18:00:00,2352,0,22,39,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,1,1,2898.0,1163.0,912.0,1665.6666666666667,1073.2503591116722,479.3854166666667
2025-09-22,19,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1266,227,2025-09-22 19:00:00,1266,0,22,39,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0,1,1,2727.0,2898.0,338.0,2262.6666666666665,956.1696153577209,479.3854166666667
2025-09-22,20,"Dr. B. R. Ambedkar Station, Vidhana Soudha",548,165,2025-09-22 20:00:00,548,0,22,39,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0,1,1,1266.0,2727.0,166.0,2297.0,896.9565206853665,479.3854166666667
2025-09-22,21,"Dr. B. R. Ambedkar Station, Vidhana Soudha",226,76,2025-09-22 21:00:00,226,0,22,39,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0,0,0,548.0,1266.0,119.0,1513.6666666666667,1110.411785480203,479.3854166666667
2025-09-22,22,"Dr. B. R. Ambedkar Station, Vidhana Soudha",65,33,2025-09-22 22:00:00,65,0,22,39,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0,0,0,226.0,548.0,53.0,680.0,532.4171297018913,479.3854166666667
2025-09-22,23,"Dr. B. R. Ambedkar Station, Vidhana Soudha",10,14,2025-09-22 23:00:00,10,0,22,39,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0,0,0,65.0,226.0,11.0,279.6666666666667,245.93156229596605,479.3854166666667
2025-09-23,0,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-23 00:00:00,0,1,23,39,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0,0,0,10.0,65.0,0.0,100.33333333333333,112.25120637808281,479.3854166666667
2025-09-23,1,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-23 01:00:00,0,1,23,39,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0.0,10.0,0.0,25.0,35.00000000002481,479.3854166666667
2025-09-23,2,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-23 02:00:00,0,1,23,39,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,0,0.0,0.0,0.0,3.3333333333333335,5.773502692049921,479.3854166666667
2025-09-23,3,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-23 03:00:00,0,1,23,39,0,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,0,0,0.0,0.0,3.0,0.0,0.0,479.3854166666667
2025-09-23,4,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-23 04:00:00,0,1,23,39,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0.0,0.0,3.0,0.0,0.0,479.3854166666667
2025-09-23,5,"Dr. B. R. Ambedkar Station, Vidhana Soudha",7,17,2025-09-23 05:00:00,7,1,23,39,0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,0,0.0,0.0,3.0,0.0,0.0,479.3854166666667
2025-09-23,6,"Dr. B. R. Ambedkar Station, Vidhana Soudha",55,123,2025-09-23 06:00:00,55,1,23,39,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,7.0,0.0,54.0,2.3333333333333335,4.041451884547112,479.3854166666667
2025-09-23,7,"Dr. B. R. Ambedkar Station, Vidhana Soudha",126,316,2025-09-23 07:00:00,126,1,23,39,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1,0,1,55.0,7.0,158.0,20.666666666666668,29.938826519005016,479.3854166666667
2025-09-23,8,"Dr. B. R. Ambedkar Station, Vidhana Soudha",302,1070,2025-09-23 08:00:00,302,1,23,39,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1,0,1,126.0,55.0,314.0,62.666666666666664,59.86930209493848,479.3854166666667
2025-09-23,9,"Dr. B. R. Ambedkar Station, Vidhana Soudha",245,2434,2025-09-23 09:00:00,245,1,23,39,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1,0,1,302.0,126.0,276.0,161.0,127.16524682475753,479.3854166666667
2025-09-23,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",432,3776,2025-09-23 10:00:00,432,1,23,39,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,1,245.0,302.0,409.0,224.33333333333334,89.80163324424967,479.3854166666667
2025-09-23,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",414,1482,2025-09-23 11:00:00,414,1,23,39,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0,0,0,432.0,245.0,442.0,326.3333333333333,95.84536156400348,479.3854166666667
2025-09-23,12,"Dr. B. R. Ambedkar Station, Vidhana Soudha",523,766,2025-09-23 12:00:00,523,1,23,39,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0,0,0,414.0,432.0,617.0,363.6666666666667,103.16168539401873,479.3854166666667
2025-09-23,13,"Dr. B. R. Ambedkar Station, Vidhana Soudha",721,719,2025-09-23 13:00:00,721,1,23,39,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,523.0,414.0,693.0,456.3333333333333,58.432297005460505,479.3854166666667
2025-09-23,14,"Dr. B. R. Ambedkar Station, Vidhana Soudha",751,667,2025-09-23 14:00:00,751,1,23,39,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,0,721.0,523.0,787.0,552.6666666666666,155.63525735942417,479.3854166666667
2025-09-23,15,"Dr. B. R. Ambedkar Station, Vidhana Soudha",867,538,2025-09-23 15:00:00,867,1,23,39,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0,0,0,751.0,721.0,936.0,665.0,123.8870453275914,479.3854166666667
2025-09-23,16,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1134,456,2025-09-23 16:00:00,1134,1,23,39,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,0,0,867.0,751.0,1163.0,779.6666666666666,77.10598766200852,479.3854166666667
2025-09-23,17,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2989,363,2025-09-23 17:00:00,2352,1,23,39,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0,1,1,1134.0,867.0,2898.0,917.3333333333334,196.39840460994984,479.3854166666667
2025-09-23,18,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2639,336,2025-09-23 18:00:00,2352,1,23,39,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,1,2989.0,1134.0,2727.0,1663.3333333333333,1155.7968391258612,479.3854166666667
2025-09-23,19,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1335,261,2025-09-23 19:00:00,1335,1,23,39,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0,1,1,2639.0,2989.0,1266.0,2254.0,985.6089488230094,479.3854166666667
2025-09-23,20,"Dr. B. R. Ambedkar Station, Vidhana Soudha",491,185,2025-09-23 20:00:00,491,1,23,39,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,1,1,1335.0,2639.0,548.0,2321.0,871.649011930833,479.3854166666667
2025-09-23,21,"Dr. B. R. Ambedkar Station, Vidhana Soudha",264,78,2025-09-23 21:00:00,264,1,23,39,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,0,491.0,1335.0,226.0,1488.3333333333333,1082.1780506614114,479.3854166666667
2025-09-23,22,"Dr. B. R. Ambedkar Station, Vidhana Soudha",69,23,2025-09-23 22:00:00,69,1,23,39,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,264.0,491.0,65.0,696.6666666666666,564.3441621327653,479.3854166666667
2025-09-23,23,"Dr. B. R. Ambedkar Station, Vidhana Soudha",5,6,2025-09-23 23:00:00,5,1,23,39,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,0,69.0,264.0,10.0,274.6666666666667,211.2021148884013,479.3854166666667
2025-09-24,0,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-24 00:00:00,0,2,24,39,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,0,5.0,69.0,0.0,112.66666666666667,134.9086110421928,479.3854166666667
2025-09-24,1,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-24 01:00:00,0,2,24,39,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,0.0,5.0,0.0,24.666666666666668,38.475100173148014,479.3854166666667
2025-09-24,2,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-24 02:00:00,0,2,24,39,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0.0,0.0,0.0,1.6666666666666667,2.8867513460295156,479.3854166666667
2025-09-24,3,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-24 03:00:00,0,2,24,39,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,0,0.0,0.0,0.0,0.0,0.0,479.3854166666667
2025-09-24,4,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1,0,2025-09-24 04:00:00,1,2,24,39,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,0,0.0,0.0,0.0,0.0,0.0,479.3854166666667
2025-09-24,5,"Dr. B. R. Ambedkar Station, Vidhana Soudha",7,36,2025-09-24 05:00:00,7,2,24,39,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,0,1.0,0.0,7.0,0.3333333333333333,0.5773502695980035,479.3854166666667
2025-09-24,6,"Dr. B. R. Ambedkar Station, Vidhana Soudha",43,92,2025-09-24 06:00:00,43,2,24,39,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,7.0,1.0,55.0,2.6666666666666665,3.7859388972620738,479.3854166666667
2025-09-24,7,"Dr. B. R. Ambedkar Station, Vidhana Soudha",149,294,2025-09-24 07:00:00,149,2,24,39,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,1,0,1,43.0,7.0,126.0,17.0,22.715633383211014,479.3854166666667
2025-09-24,8,"Dr. B. R. Ambedkar Station, Vidhana Soudha",269,1118,2025-09-24 08:00:00,269,2,24,39,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,1,0,1,149.0,43.0,302.0,66.33333333333333,73.8195999266707,479.3854166666667
2025-09-24,9,"Dr. B. R. Ambedkar Station, Vidhana Soudha",276,2464,2025-09-24 09:00:00,276,2,24,39,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1,0,1,269.0,149.0,245.0,153.66666666666666,113.07224828990363,479.3854166666667
2025-09-24,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",387,3751,2025-09-24 10:00:00,387,2,24,39,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,1,276.0,269.0,432.0,231.33333333333334,71.38860786801712,479.3854166666667
2025-09-24,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",432,1397,2025-09-24 11:00:00,432,2,24,39,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0,0,0,387.0,276.0,414.0,310.6666666666667,66.19919435562201,479.3854166666667
2025-09-24,12,"Dr. B. R. Ambedkar Station, Vidhana Soudha",597,860,2025-09-24 12:00:00,597,2,24,39,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0,0,0,432.0,387.0,523.0,365.0,80.29321266458341,479.3854166666667
2025-09-24,13,"Dr. B. R. Ambedkar Station, Vidhana Soudha",767,751,2025-09-24 13:00:00,767,2,24,39,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,0,0,597.0,432.0,721.0,472.0,110.56672193747941,479.3854166666667
2025-09-24,14,"Dr. B. R. Ambedkar Station, Vidhana Soudha",782,650,2025-09-24 14:00:00,782,2,24,39,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,767.0,597.0,751.0,598.6666666666666,167.50621879002904,479.3854166666667
2025-09-24,15,"Dr. B. R. Ambedkar Station, Vidhana Soudha",936,504,2025-09-24 15:00:00,936,2,24,39,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0,0,0,782.0,767.0,867.0,715.3333333333334,102.75375094532033,479.3854166666667
2025-09-24,16,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1248,441,2025-09-24 16:00:00,1248,2,24,39,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,936.0,782.0,1134.0,828.3333333333334,93.54321639398957,479.3854166666667
2025-09-24,17,"Dr. B. R. Ambedkar Station, Vidhana Soudha",3083,386,2025-09-24 17:00:00,2352,2,24,39,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0,1,1,1248.0,936.0,2989.0,988.6666666666666,237.42226798119114,479.3854166666667
2025-09-24,18,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2587,302,2025-09-24 18:00:00,2352,2,24,39,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,1,3083.0,1248.0,2639.0,1755.6666666666667,1160.0415222453598,479.3854166666667
2025-09-24,19,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1292,296,2025-09-24 19:00:00,1292,2,24,39,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0,1,1,2587.0,3083.0,1335.0,2306.0,949.2244202505526,479.3854166666667
2025-09-24,20,"Dr. B. R. Ambedkar Station, Vidhana Soudha",526,162,2025-09-24 20:00:00,526,2,24,39,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,1,1,1292.0,2587.0,491.0,2320.6666666666665,924.727166970524,479.3854166666667
2025-09-24,21,"Dr. B. R. Ambedkar Station, Vidhana Soudha",256,64,2025-09-24 21:00:00,256,2,24,39,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,0,526.0,1292.0,264.0,1468.3333333333333,1041.7534897149774,479.3854166666667
2025-09-24,22,"Dr. B. R. Ambedkar Station, Vidhana Soudha",66,32,2025-09-24 22:00:00,66,2,24,39,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,256.0,526.0,69.0,691.3333333333334,537.4247234109494,479.3854166666667
2025-09-24,23,"Dr. B. R. Ambedkar Station, Vidhana Soudha",9,8,2025-09-24 23:00:00,9,2,24,39,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,0,66.0,256.0,5.0,282.6666666666667,231.15651263448433,479.3854166666667
2025-09-25,0,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-25 00:00:00,0,3,25,39,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,0,9.0,66.0,0.0,110.33333333333333,129.3303264255408,479.3854166666667
2025-09-25,1,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-25 01:00:00,0,3,25,39,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,0.0,9.0,0.0,25.0,35.79106033639971,479.3854166666667
2025-09-25,2,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-25 02:00:00,0,3,25,39,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0.0,0.0,0.0,3.0,5.196152423077807,479.3854166666667
2025-09-25,3,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-25 03:00:00,0,3,25,39,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,0,0,0.0,0.0,0.0,0.0,0.0,479.3854166666667
2025-09-25,4,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-25 04:00:00,0,3,25,39,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,0.0,0.0,1.0,0.0,0.0,479.3854166666667
2025-09-25,5,"Dr. B. R. Ambedkar Station, Vidhana Soudha",13,32,2025-09-25 05:00:00,13,3,25,39,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,0,0,0.0,0.0,7.0,0.0,0.0,479.3854166666667
2025-09-25,6,"Dr. B. R. Ambedkar Station, Vidhana Soudha",50,132,2025-09-25 06:00:00,50,3,25,39,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,0,13.0,0.0,43.0,4.333333333333333,7.505553499721889,479.3854166666667
2025-09-25,7,"Dr. B. R. Ambedkar Station, Vidhana Soudha",123,320,2025-09-25 07:00:00,123,3,25,39,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,1,0,1,50.0,13.0,149.0,21.0,25.942243542219202,479.3854166666667
2025-09-25,8,"Dr. B. R. Ambedkar Station, Vidhana Soudha",275,1045,2025-09-25 08:00:00,275,3,25,39,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,1,0,1,123.0,50.0,269.0,62.0,55.9732078766593,479.3854166666667
2025-09-25,9,"Dr. B. R. Ambedkar Station, Vidhana Soudha",259,2381,2025-09-25 09:00:00,259,3,25,39,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1,0,1,275.0,123.0,276.0,149.33333333333334,114.78821077679031,479.3854166666667
2025-09-25,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",425,3767,2025-09-25 10:00:00,425,3,25,39,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0,1,259.0,275.0,387.0,219.0,83.5224520713044,479.3854166666667
2025-09-25,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",420,1382,2025-09-25 11:00:00,420,3,25,39,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,0,0,425.0,259.0,432.0,319.6666666666667,91.57146571578087,479.3854166666667
2025-09-25,12,"Dr. B. R. Ambedkar Station, Vidhana Soudha",555,876,2025-09-25 12:00:00,555,3,25,39,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,0,420.0,425.0,597.0,368.0,94.42986815622999,479.3854166666667
2025-09-25,13,"Dr. B. R. Ambedkar Station, Vidhana Soudha",700,808,2025-09-25 13:00:00,700,3,25,39,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,0,555.0,420.0,767.0,466.6666666666667,76.53975002138473,479.3854166666667
2025-09-25,14,"Dr. B. R. Ambedkar Station, Vidhana Soudha",863,666,2025-09-25 14:00:00,863,3,25,39,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,0,0,700.0,555.0,782.0,558.3333333333334,140.0297587419754,479.3854166666667
2025-09-25,15,"Dr. B. R. Ambedkar Station, Vidhana Soudha",899,550,2025-09-25 15:00:00,899,3,25,39,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,0,0,863.0,700.0,936.0,706.0,154.08763740158435,479.3854166666667
2025-09-25,16,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1198,484,2025-09-25 16:00:00,1198,3,25,39,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,899.0,863.0,1248.0,820.6666666666666,106.03930089044913,479.3854166666667
2025-09-25,17,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2989,382,2025-09-25 17:00:00,2352,3,25,39,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,1,1198.0,899.0,3083.0,986.6666666666666,183.90305417076365,479.3854166666667
2025-09-25,18,"Dr. B. R. Ambedkar Station, Vidhana Soudha",2537,280,2025-09-25 18:00:00,2352,3,25,39,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,1,1,2989.0,1198.0,2587.0,1695.3333333333333,1130.2788741427196,479.3854166666667
2025-09-25,19,"Dr. B. R. Ambedkar Station, Vidhana Soudha",1309,292,2025-09-25 19:00:00,1309,3,25,39,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,1,1,2537.0,2989.0,1292.0,2241.3333333333335,931.388390164561,479.3854166666667
2025-09-25,20,"Dr. B. R. Ambedkar Station, Vidhana Soudha",556,176,2025-09-25 20:00:00,556,3,25,39,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,1,1,1309.0,2537.0,526.0,2278.3333333333335,869.356850397656,479.3854166666667
2025-09-25,21,"Dr. B. R. Ambedkar Station, Vidhana Soudha",310,86,2025-09-25 21:00:00,310,3,25,39,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,0,556.0,1309.0,256.0,1467.3333333333333,999.9461652175751,479.3854166666667
2025-09-25,22,"Dr. B. R. Ambedkar Station, Vidhana Soudha",66,42,2025-09-25 22:00:00,66,3,25,39,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,0,0,310.0,556.0,66.0,725.0,520.5007204605982,479.3854166666667
2025-09-25,23,"Dr. B. R. Ambedkar Station, Vidhana Soudha",9,3,2025-09-25 23:00:00,9,3,25,39,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,0,0,66.0,310.0,9.0,310.6666666666667,245.00068027116973,479.3854166666667
2025-09-26,0,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-26 00:00:00,0,4,26,39,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,0,9.0,66.0,0.0,128.33333333333334,159.88850281785824,479.3854166666667
2025-09-26,1,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-26 01:00:00,0,4,26,39,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,0,0,0.0,9.0,0.0,25.0,35.79106033638996,479.3854166666667
2025-09-26,2,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-26 02:00:00,0,4,26,39,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0.0,0.0,0.0,3.0,5.196152423009227,479.3854166666667
2025-09-26,3,"Dr. B. R. Ambedkar Station, Vidhana Soudha",0,0,2025-09-26 03:00:00,0,4,26,39,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,0,0,0.0,0.0,0.0,0.0,0.0,479.3854166666667
2025-09-26,4,"Dr. B. R. Ambedkar Station, Vidhana Soudha",3,0,2025-09-26 04:00:00,3,4,26,39,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,0.0,0.0,0.0,0.0,0.0,479.3854166666667
2025-09-26,5,"Dr. B. R. Ambedkar Station, Vidhana Soudha",10,19,2025-09-26 05:00:00,10,4,26,39,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,0,3.0,0.0,13.0,1.0,1.7320508084776614,479.3854166666667
2025-09-26,6,"Dr. B. R. Ambedkar Station, Vidhana Soudha",40,112,2025-09-26 06:00:00,40,4,26,39,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,10.0,3.0,50.0,4.333333333333333,5.131601439753061,479.3854166666667
2025-09-26,7,"Dr. B. R. Ambedkar Station, Vidhana Soudha",128,307,2025-09-26 07:00:00,128,4,26,39,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,1,0,1,40.0,10.0,123.0,17.666666666666668,19.655363983820106,479.3854166666667
2025-09-26,8,"Dr. B. R. Ambedkar Station, Vidhana Soudha",240,1014,2025-09-26 08:00:00,240,4,26,39,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,1,128.0,40.0,275.0,59.333333333333336,61.329710037928436,479.3854166666667
2025-09-26,9,"Dr. B. R. Ambedkar Station, Vidhana Soudha",280,2428,2025-09-26 09:00:00,280,4,26,39,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,1,0,1,240.0,128.0,259.0,136.0,100.2397126891479,479.3854166666667
2025-09-26,10,"Dr. B. R. Ambedkar Station, Vidhana Soudha",367,3316,2025-09-26 10:00:00,367,4,26,39,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,0,1,280.0,240.0,425.0,216.0,78.79086241438648,479.3854166666667
2025-09-26,11,"Dr. B. R. Ambedkar Station, Vidhana Soudha",415,1384,2025-09-26 11:00:00,415,4,26,39,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,0,0,367.0,280.0,420.0,295.6666666666667,64.93329911020982,479.3854166666667
