Date;Hour;Station;Ridership
2025-08-06;22;Whitefield (Kadugodi);49
2025-08-06;23;Whitefield (Kadugodi);0
2025-08-06;0;Yelachenahalli;0
2025-08-06;1;Yelachenahalli;0
2025-08-06;2;Yelachenahalli;0
2025-08-06;3;Yelachenahalli;0
2025-08-06;4;Yelachenahalli;1
2025-08-06;5;Yelachenahalli;68
2025-08-06;6;Yelachenahalli;193
2025-08-06;7;Yelachenahalli;759
2025-08-06;8;Yelachenahalli;1754
2025-08-06;9;Yelachenahalli;1942
2025-08-06;10;Yelachenahalli;1117
2025-08-06;11;Yelachenahalli;547
2025-08-06;12;Yelachenahalli;426
2025-08-06;13;Yelachenahalli;339
2025-08-06;14;Yelachenahalli;301
2025-08-06;15;Yelachenahalli;470
2025-08-06;16;Yelachenahalli;670
2025-08-06;17;Yelachenahalli;524
2025-08-06;18;Yelachenahalli;645
2025-08-06;19;Yelachenahalli;509
2025-08-06;20;Yelachenahalli;323
2025-08-06;21;Yelachenahalli;201
2025-08-06;22;Yelachenahalli;93
2025-08-06;23;Yelachenahalli;6
2025-08-06;0;Yeshwantpur;0
2025-08-06;1;Yeshwantpur;0
2025-08-06;2;Yeshwantpur;0
2025-08-06;3;Yeshwantpur;0
2025-08-06;4;Yeshwantpur;169
2025-08-06;5;Yeshwantpur;538
2025-08-06;6;Yeshwantpur;333
2025-08-06;7;Yeshwantpur;1297
2025-08-06;8;Yeshwantpur;547
2025-08-06;9;Yeshwantpur;1321
2025-08-06;10;Yeshwantpur;884
2025-08-06;11;Yeshwantpur;675
2025-08-06;12;Yeshwantpur;628
2025-08-06;13;Yeshwantpur;392
2025-08-06;14;Yeshwantpur;317
2025-08-06;15;Yeshwantpur;254
2025-08-06;16;Yeshwantpur;279
2025-08-06;17;Yeshwantpur;639
2025-08-06;18;Yeshwantpur;615
2025-08-06;19;Yeshwantpur;801
2025-08-06;20;Yeshwantpur;1021
2025-08-06;21;Yeshwantpur;391
2025-08-06;22;Yeshwantpur;277
2025-08-06;23;Yeshwantpur;45
2025-08-07;0;Attiguppe;0
2025-08-07;1;Attiguppe;0
2025-08-07;2;Attiguppe;0
2025-08-07;3;Attiguppe;0
2025-08-07;4;Attiguppe;7
2025-08-07;5;Attiguppe;87
2025-08-07;6;Attiguppe;171
2025-08-07;7;Attiguppe;630
2025-08-07;8;Attiguppe;1412
2025-08-07;9;Attiguppe;1960
2025-08-07;10;Attiguppe;1210
2025-08-07;11;Attiguppe;519
2025-08-07;12;Attiguppe;350
2025-08-07;13;Attiguppe;375
2025-08-07;14;Attiguppe;324
2025-08-07;15;Attiguppe;344
2025-08-07;16;Attiguppe;337
2025-08-07;17;Attiguppe;392
2025-08-07;18;Attiguppe;344
2025-08-07;19;Attiguppe;391
2025-08-07;20;Attiguppe;259
2025-08-07;21;Attiguppe;196
2025-08-07;22;Attiguppe;106
2025-08-07;23;Attiguppe;14
2025-08-07;0;Baiyappanahalli;0
2025-08-07;1;Baiyappanahalli;0
2025-08-07;2;Baiyappanahalli;0
2025-08-07;3;Baiyappanahalli;0
2025-08-07;4;Baiyappanahalli;21
2025-08-07;5;Baiyappanahalli;91
2025-08-07;6;Baiyappanahalli;302
2025-08-07;7;Baiyappanahalli;738
2025-08-07;8;Baiyappanahalli;2011
2025-08-07;9;Baiyappanahalli;3156
2025-08-07;10;Baiyappanahalli;1522
2025-08-07;11;Baiyappanahalli;734
2025-08-07;12;Baiyappanahalli;493
2025-08-07;13;Baiyappanahalli;528
2025-08-07;14;Baiyappanahalli;402
2025-08-07;15;Baiyappanahalli;538
2025-08-07;16;Baiyappanahalli;655
2025-08-07;17;Baiyappanahalli;989
2025-08-07;18;Baiyappanahalli;1117
2025-08-07;19;Baiyappanahalli;848
2025-08-07;20;Baiyappanahalli;596
2025-08-07;21;Baiyappanahalli;360
2025-08-07;22;Baiyappanahalli;151
2025-08-07;23;Baiyappanahalli;14
2025-08-07;0;Banashankari;0
2025-08-07;1;Banashankari;0
2025-08-07;2;Banashankari;0
2025-08-07;3;Banashankari;0
2025-08-07;4;Banashankari;0
2025-08-07;5;Banashankari;64
2025-08-07;6;Banashankari;162
2025-08-07;7;Banashankari;499
2025-08-07;8;Banashankari;1132
2025-08-07;9;Banashankari;1458
2025-08-07;10;Banashankari;970
2025-08-07;11;Banashankari;661
2025-08-07;12;Banashankari;665
2025-08-07;13;Banashankari;727
2025-08-07;14;Banashankari;696
2025-08-07;15;Banashankari;702
2025-08-07;16;Banashankari;904
2025-08-07;17;Banashankari;1317
2025-08-07;18;Banashankari;1431
2025-08-07;19;Banashankari;1366
2025-08-07;20;Banashankari;968
2025-08-07;21;Banashankari;582
2025-08-07;22;Banashankari;299
2025-08-07;23;Banashankari;46
2025-08-07;0;Benniganahalli;0
2025-08-07;1;Benniganahalli;0
2025-08-07;2;Benniganahalli;0
2025-08-07;3;Benniganahalli;0
2025-08-07;4;Benniganahalli;12
2025-08-07;5;Benniganahalli;154
2025-08-07;6;Benniganahalli;392
2025-08-07;7;Benniganahalli;1077
2025-08-07;8;Benniganahalli;2816
2025-08-07;9;Benniganahalli;3983
2025-08-07;10;Benniganahalli;3578
2025-08-07;11;Benniganahalli;1835
2025-08-07;12;Benniganahalli;1413
2025-08-07;13;Benniganahalli;1246
2025-08-07;14;Benniganahalli;1111
2025-08-07;15;Benniganahalli;1031
2025-08-07;16;Benniganahalli;1404
2025-08-07;17;Benniganahalli;1446
2025-08-07;18;Benniganahalli;2010
2025-08-07;19;Benniganahalli;2415
2025-08-07;20;Benniganahalli;1339
2025-08-07;21;Benniganahalli;1009
2025-08-07;22;Benniganahalli;498
2025-08-07;23;Benniganahalli;64
2025-08-07;0;Challaghatta;0
2025-08-07;1;Challaghatta;0
2025-08-07;2;Challaghatta;0
2025-08-07;3;Challaghatta;0
2025-08-07;4;Challaghatta;3
2025-08-07;5;Challaghatta;32
2025-08-07;6;Challaghatta;97
2025-08-07;7;Challaghatta;250
2025-08-07;8;Challaghatta;652
2025-08-07;9;Challaghatta;710
2025-08-07;10;Challaghatta;373
2025-08-07;11;Challaghatta;322
2025-08-07;12;Challaghatta;330
2025-08-07;13;Challaghatta;349
2025-08-07;14;Challaghatta;339
2025-08-07;15;Challaghatta;421
2025-08-07;16;Challaghatta;658
2025-08-07;17;Challaghatta;653
2025-08-07;18;Challaghatta;616
2025-08-07;19;Challaghatta;489
2025-08-07;20;Challaghatta;210
2025-08-07;21;Challaghatta;109
2025-08-07;22;Challaghatta;42
2025-08-07;23;Challaghatta;6
2025-08-07;0;Chickpete;0
2025-08-07;1;Chickpete;0
2025-08-07;2;Chickpete;0
2025-08-07;3;Chickpete;0
2025-08-07;4;Chickpete;2
2025-08-07;5;Chickpete;32
2025-08-07;6;Chickpete;109
2025-08-07;7;Chickpete;382
2025-08-07;8;Chickpete;540
2025-08-07;9;Chickpete;579
2025-08-07;10;Chickpete;413
2025-08-07;11;Chickpete;484
2025-08-07;12;Chickpete;759
2025-08-07;13;Chickpete;1117
2025-08-07;14;Chickpete;1374
2025-08-07;15;Chickpete;1381
2025-08-07;16;Chickpete;1432
2025-08-07;17;Chickpete;1418
2025-08-07;18;Chickpete;1454
2025-08-07;19;Chickpete;1517
2025-08-07;20;Chickpete;1432
2025-08-07;21;Chickpete;821
2025-08-07;22;Chickpete;213
2025-08-07;23;Chickpete;26
2025-08-07;0;Chikkabidarakallu;0
2025-08-07;1;Chikkabidarakallu;0
2025-08-07;2;Chikkabidarakallu;0
2025-08-07;3;Chikkabidarakallu;0
2025-08-07;4;Chikkabidarakallu;2
2025-08-07;5;Chikkabidarakallu;48
2025-08-07;6;Chikkabidarakallu;110
2025-08-07;7;Chikkabidarakallu;374
2025-08-07;8;Chikkabidarakallu;679
2025-08-07;9;Chikkabidarakallu;758
2025-08-07;10;Chikkabidarakallu;396
2025-08-07;11;Chikkabidarakallu;250
2025-08-07;12;Chikkabidarakallu;185
2025-08-07;13;Chikkabidarakallu;171
2025-08-07;14;Chikkabidarakallu;183
2025-08-07;15;Chikkabidarakallu;115
2025-08-07;16;Chikkabidarakallu;143
2025-08-07;17;Chikkabidarakallu;164
2025-08-07;18;Chikkabidarakallu;200
2025-08-07;19;Chikkabidarakallu;187
2025-08-07;20;Chikkabidarakallu;106
2025-08-07;21;Chikkabidarakallu;81
2025-08-07;22;Chikkabidarakallu;30
2025-08-07;23;Chikkabidarakallu;1
2025-08-07;0;Cubbon Park;0
2025-08-07;1;Cubbon Park;0
2025-08-07;2;Cubbon Park;0
2025-08-07;3;Cubbon Park;0
2025-08-07;4;Cubbon Park;5
2025-08-07;5;Cubbon Park;10
2025-08-07;6;Cubbon Park;74
2025-08-07;7;Cubbon Park;188
2025-08-07;8;Cubbon Park;454
2025-08-07;9;Cubbon Park;538
2025-08-07;10;Cubbon Park;458
2025-08-07;11;Cubbon Park;376
2025-08-07;12;Cubbon Park;536
2025-08-07;13;Cubbon Park;635
2025-08-07;14;Cubbon Park;771
2025-08-07;15;Cubbon Park;843
2025-08-07;16;Cubbon Park;1250
2025-08-07;17;Cubbon Park;2186
2025-08-07;18;Cubbon Park;3266
2025-08-07;19;Cubbon Park;2275
2025-08-07;20;Cubbon Park;987
2025-08-07;21;Cubbon Park;451
2025-08-07;22;Cubbon Park;229
2025-08-07;23;Cubbon Park;21
2025-08-07;0;Dasarahalli;0
2025-08-07;1;Dasarahalli;0
2025-08-07;2;Dasarahalli;0
2025-08-07;3;Dasarahalli;0
2025-08-07;4;Dasarahalli;0
2025-08-07;5;Dasarahalli;145
2025-08-07;6;Dasarahalli;233
2025-08-07;7;Dasarahalli;843
2025-08-07;8;Dasarahalli;1626
2025-08-07;9;Dasarahalli;1821
2025-08-07;10;Dasarahalli;1091
2025-08-07;11;Dasarahalli;621
2025-08-07;12;Dasarahalli;582
2025-08-07;13;Dasarahalli;530
2025-08-07;14;Dasarahalli;446
2025-08-07;15;Dasarahalli;420
2025-08-07;16;Dasarahalli;505
2025-08-07;17;Dasarahalli;576
2025-08-07;18;Dasarahalli;795
2025-08-07;19;Dasarahalli;825
2025-08-07;20;Dasarahalli;589
2025-08-07;21;Dasarahalli;296
2025-08-07;22;Dasarahalli;140
2025-08-07;23;Dasarahalli;8
2025-08-07;0;Deepanjali Nagar;0
2025-08-07;1;Deepanjali Nagar;0
2025-08-07;2;Deepanjali Nagar;0
2025-08-07;3;Deepanjali Nagar;0
2025-08-07;4;Deepanjali Nagar;16
2025-08-07;5;Deepanjali Nagar;63
2025-08-07;6;Deepanjali Nagar;129
2025-08-07;7;Deepanjali Nagar;284
2025-08-07;8;Deepanjali Nagar;636
2025-08-07;9;Deepanjali Nagar;731
2025-08-07;10;Deepanjali Nagar;532
2025-08-07;11;Deepanjali Nagar;239
2025-08-07;12;Deepanjali Nagar;164
2025-08-07;13;Deepanjali Nagar;222
2025-08-07;14;Deepanjali Nagar;155
2025-08-07;15;Deepanjali Nagar;140
2025-08-07;16;Deepanjali Nagar;180
2025-08-07;17;Deepanjali Nagar;186
2025-08-07;18;Deepanjali Nagar;231
2025-08-07;19;Deepanjali Nagar;209
2025-08-07;20;Deepanjali Nagar;183
2025-08-07;21;Deepanjali Nagar;141
2025-08-07;22;Deepanjali Nagar;78
2025-08-07;23;Deepanjali Nagar;3
2025-08-07;0;Doddakallasandra;0
2025-08-07;1;Doddakallasandra;0
2025-08-07;2;Doddakallasandra;0
2025-08-07;3;Doddakallasandra;0
2025-08-07;4;Doddakallasandra;0
2025-08-07;5;Doddakallasandra;22
2025-08-07;6;Doddakallasandra;87
2025-08-07;7;Doddakallasandra;507
2025-08-07;8;Doddakallasandra;876
2025-08-07;9;Doddakallasandra;932
2025-08-07;10;Doddakallasandra;505
2025-08-07;11;Doddakallasandra;287
2025-08-07;12;Doddakallasandra;180
2025-08-07;13;Doddakallasandra;244
2025-08-07;14;Doddakallasandra;182
2025-08-07;15;Doddakallasandra;196
2025-08-07;16;Doddakallasandra;201
2025-08-07;17;Doddakallasandra;245
2025-08-07;18;Doddakallasandra;336
2025-08-07;19;Doddakallasandra;323
2025-08-07;20;Doddakallasandra;187
2025-08-07;21;Doddakallasandra;135
2025-08-07;22;Doddakallasandra;40
2025-08-07;23;Doddakallasandra;2
2025-08-07;0;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-07;1;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-07;2;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-07;3;Dr. B. R. Ambedkar Station, Vidhana Soudha;0
2025-08-07;4;Dr. B. R. Ambedkar Station, Vidhana Soudha;1
2025-08-07;5;Dr. B. R. Ambedkar Station, Vidhana Soudha;7
2025-08-07;6;Dr. B. R. Ambedkar Station, Vidhana Soudha;46
2025-08-07;7;Dr. B. R. Ambedkar Station, Vidhana Soudha;97
2025-08-07;8;Dr. B. R. Ambedkar Station, Vidhana Soudha;205
2025-08-07;9;Dr. B. R. Ambedkar Station, Vidhana Soudha;242
2025-08-07;10;Dr. B. R. Ambedkar Station, Vidhana Soudha;409
2025-08-07;11;Dr. B. R. Ambedkar Station, Vidhana Soudha;379
2025-08-07;12;Dr. B. R. Ambedkar Station, Vidhana Soudha;567
2025-08-07;13;Dr. B. R. Ambedkar Station, Vidhana Soudha;780
2025-08-07;14;Dr. B. R. Ambedkar Station, Vidhana Soudha;809
2025-08-07;15;Dr. B. R. Ambedkar Station, Vidhana Soudha;927
2025-08-07;16;Dr. B. R. Ambedkar Station, Vidhana Soudha;1254
2025-08-07;17;Dr. B. R. Ambedkar Station, Vidhana Soudha;2877
2025-08-07;18;Dr. B. R. Ambedkar Station, Vidhana Soudha;2247
2025-08-07;19;Dr. B. R. Ambedkar Station, Vidhana Soudha;1312
2025-08-07;20;Dr. B. R. Ambedkar Station, Vidhana Soudha;594
2025-08-07;21;Dr. B. R. Ambedkar Station, Vidhana Soudha;281
2025-08-07;22;Dr. B. R. Ambedkar Station, Vidhana Soudha;64
2025-08-07;23;Dr. B. R. Ambedkar Station, Vidhana Soudha;10
2025-08-07;0;Garudacharpalya;0
2025-08-07;1;Garudacharpalya;0
2025-08-07;2;Garudacharpalya;0
2025-08-07;3;Garudacharpalya;0
2025-08-07;4;Garudacharpalya;5
2025-08-07;5;Garudacharpalya;39
2025-08-07;6;Garudacharpalya;121
2025-08-07;7;Garudacharpalya;274
2025-08-07;8;Garudacharpalya;516
2025-08-07;9;Garudacharpalya;582
2025-08-07;10;Garudacharpalya;389
2025-08-07;11;Garudacharpalya;249
2025-08-07;12;Garudacharpalya;207
2025-08-07;13;Garudacharpalya;312
2025-08-07;14;Garudacharpalya;265
2025-08-07;15;Garudacharpalya;443
2025-08-07;16;Garudacharpalya;746
2025-08-07;17;Garudacharpalya;1272
2025-08-07;18;Garudacharpalya;1544
2025-08-07;19;Garudacharpalya;1017
2025-08-07;20;Garudacharpalya;544
2025-08-07;21;Garudacharpalya;321
2025-08-07;22;Garudacharpalya;168
2025-08-07;23;Garudacharpalya;16
2025-08-07;0;Goraguntepalya;0
2025-08-07;1;Goraguntepalya;0
2025-08-07;2;Goraguntepalya;0
2025-08-07;3;Goraguntepalya;0
2025-08-07;4;Goraguntepalya;2
2025-08-07;5;Goraguntepalya;63
2025-08-07;6;Goraguntepalya;127
2025-08-07;7;Goraguntepalya;365
2025-08-07;8;Goraguntepalya;573
2025-08-07;9;Goraguntepalya;642
2025-08-07;10;Goraguntepalya;475
2025-08-07;11;Goraguntepalya;316
2025-08-07;12;Goraguntepalya;305
2025-08-07;13;Goraguntepalya;297
2025-08-07;14;Goraguntepalya;268
2025-08-07;15;Goraguntepalya;370
2025-08-07;16;Goraguntepalya;404
2025-08-07;17;Goraguntepalya;575
2025-08-07;18;Goraguntepalya;947
2025-08-07;19;Goraguntepalya;769
2025-08-07;20;Goraguntepalya;457
2025-08-07;21;Goraguntepalya;294
2025-08-07;22;Goraguntepalya;174
2025-08-07;23;Goraguntepalya;22
2025-08-07;0;Halasuru;0
2025-08-07;1;Halasuru;0
2025-08-07;2;Halasuru;0
2025-08-07;3;Halasuru;0
2025-08-07;4;Halasuru;2
2025-08-07;5;Halasuru;64
2025-08-07;6;Halasuru;190
2025-08-07;7;Halasuru;527
2025-08-07;8;Halasuru;1106
2025-08-07;9;Halasuru;1681
2025-08-07;10;Halasuru;953
2025-08-07;11;Halasuru;518
2025-08-07;12;Halasuru;346
2025-08-07;13;Halasuru;387
2025-08-07;14;Halasuru;480
2025-08-07;15;Halasuru;354
2025-08-07;16;Halasuru;541
2025-08-07;17;Halasuru;589
2025-08-07;18;Halasuru;798
2025-08-07;19;Halasuru;712
2025-08-07;20;Halasuru;501
2025-08-07;21;Halasuru;304
2025-08-07;22;Halasuru;164
2025-08-07;23;Halasuru;22
2025-08-07;0;Hoodi;0
2025-08-07;1;Hoodi;0
2025-08-07;2;Hoodi;0
2025-08-07;3;Hoodi;0
2025-08-07;4;Hoodi;0
2025-08-07;5;Hoodi;46
2025-08-07;6;Hoodi;136
2025-08-07;7;Hoodi;254
2025-08-07;8;Hoodi;736
2025-08-07;9;Hoodi;915
2025-08-07;10;Hoodi;628
2025-08-07;11;Hoodi;370
2025-08-07;12;Hoodi;304
2025-08-07;13;Hoodi;270
2025-08-07;14;Hoodi;283
2025-08-07;15;Hoodi;292
2025-08-07;16;Hoodi;491
2025-08-07;17;Hoodi;583
2025-08-07;18;Hoodi;959
2025-08-07;19;Hoodi;725
2025-08-07;20;Hoodi;496
2025-08-07;21;Hoodi;373
2025-08-07;22;Hoodi;156
2025-08-07;23;Hoodi;12
2025-08-07;0;Hopefarm Channasandra;0
2025-08-07;1;Hopefarm Channasandra;0
2025-08-07;2;Hopefarm Channasandra;0
2025-08-07;3;Hopefarm Channasandra;0
2025-08-07;4;Hopefarm Channasandra;0
2025-08-07;5;Hopefarm Channasandra;13
2025-08-07;6;Hopefarm Channasandra;33
2025-08-07;7;Hopefarm Channasandra;118
2025-08-07;8;Hopefarm Channasandra;465
2025-08-07;9;Hopefarm Channasandra;769
2025-08-07;10;Hopefarm Channasandra;414
2025-08-07;11;Hopefarm Channasandra;199
2025-08-07;12;Hopefarm Channasandra;131
2025-08-07;13;Hopefarm Channasandra;86
2025-08-07;14;Hopefarm Channasandra;111
2025-08-07;15;Hopefarm Channasandra;98
2025-08-07;16;Hopefarm Channasandra;107
2025-08-07;17;Hopefarm Channasandra;169
2025-08-07;18;Hopefarm Channasandra;249
2025-08-07;19;Hopefarm Channasandra;161
2025-08-07;20;Hopefarm Channasandra;132
2025-08-07;21;Hopefarm Channasandra;71
2025-08-07;22;Hopefarm Channasandra;15
2025-08-07;23;Hopefarm Channasandra;0
2025-08-07;0;Indiranagar;0
2025-08-07;1;Indiranagar;0
2025-08-07;2;Indiranagar;0
2025-08-07;3;Indiranagar;0
2025-08-07;4;Indiranagar;6
2025-08-07;5;Indiranagar;52
2025-08-07;6;Indiranagar;204
2025-08-07;7;Indiranagar;616
2025-08-07;8;Indiranagar;1372
2025-08-07;9;Indiranagar;2130
2025-08-07;10;Indiranagar;1567
2025-08-07;11;Indiranagar;854
2025-08-07;12;Indiranagar;767
2025-08-07;13;Indiranagar;852
2025-08-07;14;Indiranagar;985
2025-08-07;15;Indiranagar;1185
2025-08-07;16;Indiranagar;1728
2025-08-07;17;Indiranagar;2503
2025-08-07;18;Indiranagar;3712
2025-08-07;19;Indiranagar;3310
2025-08-07;20;Indiranagar;1870
2025-08-07;21;Indiranagar;1048
2025-08-07;22;Indiranagar;584
2025-08-07;23;Indiranagar;71
2025-08-07;0;Infosys Foundation Konappana Agrahara;0
2025-08-07;1;Infosys Foundation Konappana Agrahara;0
2025-08-07;2;Infosys Foundation Konappana Agrahara;0
2025-08-07;3;Infosys Foundation Konappana Agrahara;0
2025-08-07;4;Infosys Foundation Konappana Agrahara;0
2025-08-07;5;Infosys Foundation Konappana Agrahara;0
2025-08-07;6;Infosys Foundation Konappana Agrahara;0
2025-08-07;7;Infosys Foundation Konappana Agrahara;0
2025-08-07;8;Infosys Foundation Konappana Agrahara;0
2025-08-07;9;Infosys Foundation Konappana Agrahara;0
2025-08-07;10;Infosys Foundation Konappana Agrahara;0
2025-08-07;11;Infosys Foundation Konappana Agrahara;0
2025-08-07;12;Infosys Foundation Konappana Agrahara;0
2025-08-07;13;Infosys Foundation Konappana Agrahara;4
2025-08-07;14;Infosys Foundation Konappana Agrahara;1
2025-08-07;15;Infosys Foundation Konappana Agrahara;9
2025-08-07;16;Infosys Foundation Konappana Agrahara;0
2025-08-07;17;Infosys Foundation Konappana Agrahara;0
2025-08-07;18;Infosys Foundation Konappana Agrahara;0
2025-08-07;19;Infosys Foundation Konappana Agrahara;0
2025-08-07;20;Infosys Foundation Konappana Agrahara;0
2025-08-07;21;Infosys Foundation Konappana Agrahara;0
2025-08-07;22;Infosys Foundation Konappana Agrahara;0
2025-08-07;23;Infosys Foundation Konappana Agrahara;0
2025-08-07;0;Jalahalli;0
2025-08-07;1;Jalahalli;0
2025-08-07;2;Jalahalli;0
2025-08-07;3;Jalahalli;0
2025-08-07;4;Jalahalli;0
2025-08-07;5;Jalahalli;59
2025-08-07;6;Jalahalli;193
2025-08-07;7;Jalahalli;413
2025-08-07;8;Jalahalli;827
2025-08-07;9;Jalahalli;944
2025-08-07;10;Jalahalli;516
2025-08-07;11;Jalahalli;432
2025-08-07;12;Jalahalli;349
2025-08-07;13;Jalahalli;311
2025-08-07;14;Jalahalli;318
2025-08-07;15;Jalahalli;317
2025-08-07;16;Jalahalli;412
2025-08-07;17;Jalahalli;564
2025-08-07;18;Jalahalli;830
2025-08-07;19;Jalahalli;689
2025-08-07;20;Jalahalli;372
2025-08-07;21;Jalahalli;227
2025-08-07;22;Jalahalli;111
2025-08-07;23;Jalahalli;8
2025-08-07;0;Jaya Prakash Nagar;0
2025-08-07;1;Jaya Prakash Nagar;0
2025-08-07;2;Jaya Prakash Nagar;0
2025-08-07;3;Jaya Prakash Nagar;0
2025-08-07;4;Jaya Prakash Nagar;5
2025-08-07;5;Jaya Prakash Nagar;54
2025-08-07;6;Jaya Prakash Nagar;157
2025-08-07;7;Jaya Prakash Nagar;562
2025-08-07;8;Jaya Prakash Nagar;1329
2025-08-07;9;Jaya Prakash Nagar;1643
2025-08-07;10;Jaya Prakash Nagar;937
2025-08-07;11;Jaya Prakash Nagar;539
2025-08-07;12;Jaya Prakash Nagar;466
2025-08-07;13;Jaya Prakash Nagar;461
2025-08-07;14;Jaya Prakash Nagar;472
2025-08-07;15;Jaya Prakash Nagar;456
2025-08-07;16;Jaya Prakash Nagar;546
2025-08-07;17;Jaya Prakash Nagar;831
2025-08-07;18;Jaya Prakash Nagar;996
2025-08-07;19;Jaya Prakash Nagar;858
2025-08-07;20;Jaya Prakash Nagar;560
2025-08-07;21;Jaya Prakash Nagar;328
2025-08-07;22;Jaya Prakash Nagar;202
2025-08-07;23;Jaya Prakash Nagar;15
2025-08-07;0;Jayanagar;0
2025-08-07;1;Jayanagar;0
2025-08-07;2;Jayanagar;0
2025-08-07;3;Jayanagar;0
2025-08-07;4;Jayanagar;5
2025-08-07;5;Jayanagar;43
2025-08-07;6;Jayanagar;94
2025-08-07;7;Jayanagar;295
2025-08-07;8;Jayanagar;710
2025-08-07;9;Jayanagar;902
2025-08-07;10;Jayanagar;728
2025-08-07;11;Jayanagar;588
2025-08-07;12;Jayanagar;602
2025-08-07;13;Jayanagar;764
2025-08-07;14;Jayanagar;812
2025-08-07;15;Jayanagar;843
2025-08-07;16;Jayanagar;1646
2025-08-07;17;Jayanagar;1473
2025-08-07;18;Jayanagar;1559
2025-08-07;19;Jayanagar;1631
2025-08-07;20;Jayanagar;1073
2025-08-07;21;Jayanagar;584
2025-08-07;22;Jayanagar;238
2025-08-07;23;Jayanagar;37
2025-08-07;0;Jnanabharathi;0
2025-08-07;1;Jnanabharathi;0
2025-08-07;2;Jnanabharathi;0
2025-08-07;3;Jnanabharathi;0
2025-08-07;4;Jnanabharathi;0
2025-08-07;5;Jnanabharathi;30
2025-08-07;6;Jnanabharathi;110
2025-08-07;7;Jnanabharathi;336
2025-08-07;8;Jnanabharathi;739
2025-08-07;9;Jnanabharathi;820
2025-08-07;10;Jnanabharathi;460
2025-08-07;11;Jnanabharathi;307
2025-08-07;12;Jnanabharathi;263
2025-08-07;13;Jnanabharathi;248
2025-08-07;14;Jnanabharathi;172
2025-08-07;15;Jnanabharathi;175
2025-08-07;16;Jnanabharathi;211
2025-08-07;17;Jnanabharathi;209
2025-08-07;18;Jnanabharathi;188
2025-08-07;19;Jnanabharathi;152
2025-08-07;20;Jnanabharathi;137
2025-08-07;21;Jnanabharathi;77
2025-08-07;22;Jnanabharathi;46
2025-08-07;23;Jnanabharathi;10
2025-08-07;0;Kadugodi Tree Park;0
2025-08-07;1;Kadugodi Tree Park;0
2025-08-07;2;Kadugodi Tree Park;0
2025-08-07;3;Kadugodi Tree Park;0
2025-08-07;4;Kadugodi Tree Park;11
2025-08-07;5;Kadugodi Tree Park;75
2025-08-07;6;Kadugodi Tree Park;175
2025-08-07;7;Kadugodi Tree Park;449
2025-08-07;8;Kadugodi Tree Park;1774
2025-08-07;9;Kadugodi Tree Park;2557
2025-08-07;10;Kadugodi Tree Park;2138
2025-08-07;11;Kadugodi Tree Park;1132
2025-08-07;12;Kadugodi Tree Park;627
2025-08-07;13;Kadugodi Tree Park;641
2025-08-07;14;Kadugodi Tree Park;490
2025-08-07;15;Kadugodi Tree Park;460
2025-08-07;16;Kadugodi Tree Park;513
2025-08-07;17;Kadugodi Tree Park;686
2025-08-07;18;Kadugodi Tree Park;743
2025-08-07;19;Kadugodi Tree Park;669
2025-08-07;20;Kadugodi Tree Park;630
2025-08-07;21;Kadugodi Tree Park;520
2025-08-07;22;Kadugodi Tree Park;186
2025-08-07;23;Kadugodi Tree Park;1
2025-08-07;0;Kengeri;0
2025-08-07;1;Kengeri;0
2025-08-07;2;Kengeri;0
2025-08-07;3;Kengeri;0
2025-08-07;4;Kengeri;2
2025-08-07;5;Kengeri;17
2025-08-07;6;Kengeri;96
2025-08-07;7;Kengeri;364
2025-08-07;8;Kengeri;799
2025-08-07;9;Kengeri;823
2025-08-07;10;Kengeri;514
2025-08-07;11;Kengeri;293
2025-08-07;12;Kengeri;220
2025-08-07;13;Kengeri;244
2025-08-07;14;Kengeri;201
2025-08-07;15;Kengeri;204
2025-08-07;16;Kengeri;254
2025-08-07;17;Kengeri;277
2025-08-07;18;Kengeri;412
2025-08-07;19;Kengeri;300
2025-08-07;20;Kengeri;182
2025-08-07;21;Kengeri;166
2025-08-07;22;Kengeri;100
2025-08-07;23;Kengeri;0
2025-08-07;0;Kengeri Bus Terminal;0
2025-08-07;1;Kengeri Bus Terminal;0
2025-08-07;2;Kengeri Bus Terminal;0
2025-08-07;3;Kengeri Bus Terminal;0
2025-08-07;4;Kengeri Bus Terminal;4
2025-08-07;5;Kengeri Bus Terminal;49
2025-08-07;6;Kengeri Bus Terminal;161
2025-08-07;7;Kengeri Bus Terminal;524
2025-08-07;8;Kengeri Bus Terminal;863
2025-08-07;9;Kengeri Bus Terminal;1028
2025-08-07;10;Kengeri Bus Terminal;566
2025-08-07;11;Kengeri Bus Terminal;455
2025-08-07;12;Kengeri Bus Terminal;393
2025-08-07;13;Kengeri Bus Terminal;368
2025-08-07;14;Kengeri Bus Terminal;340
2025-08-07;15;Kengeri Bus Terminal;330
2025-08-07;16;Kengeri Bus Terminal;402
2025-08-07;17;Kengeri Bus Terminal;415
2025-08-07;18;Kengeri Bus Terminal;427
2025-08-07;19;Kengeri Bus Terminal;403
2025-08-07;20;Kengeri Bus Terminal;308
2025-08-07;21;Kengeri Bus Terminal;205
2025-08-07;22;Kengeri Bus Terminal;107
